,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,sale_type,saleprice
479,60,RL,91.0,10984,Pave,3,Lvl,4,Corner,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,945.0,945.0,GasA,5,Y,5,864,0,1809,0.0,0.0,2,1,3,1,4,8,0,Attchd,2005,RFn,638.0,TA,TA,Y,144,54,0,0,0,0,0,5,New,209700
480,20,RL,85.0,14082,Pave,3,HLS,4,Inside,1,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5,4,4,6,1558.0,1,0.0,662.0,2220.0,GasA,5,Y,5,0,0,2234,1.0,0.0,1,1,1,1,4,8,1,Attchd,2006,RFn,724.0,TA,TA,Y,390,80,0,0,0,0,0,1,WD ,441929
481,60,RL,50.0,8480,Pave,3,Lvl,4,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,4,3,PConc,4,3,1,6,602.0,1,0.0,284.0,886.0,GasA,5,Y,5,794,0,1680,0.0,1.0,2,1,3,1,4,8,0,Attchd,1993,RFn,474.0,TA,TA,Y,144,96,0,0,0,0,0,10,WD ,163000
482,60,RL,66.759571,12205,Pave,3,Low,4,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,4,2,568.0,1,0.0,264.0,832.0,GasA,4,Y,5,1111,0,2087,0.0,0.0,2,1,5,1,4,8,0,Attchd,1966,Fin,444.0,TA,TA,Y,133,168,0,0,0,0,0,7,WD ,187500
483,20,RL,90.0,15750,Pave,4,Lvl,4,FR3,1,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4,3,4,6,1246.0,1,0.0,216.0,1462.0,GasA,5,Y,5,0,0,1513,1.0,0.0,2,0,2,1,4,8,1,Attchd,1999,Fin,521.0,TA,TA,Y,135,34,0,0,0,0,0,6,WD ,220000
484,20,RL,70.0,8050,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,4,38.0,437.0,949.0,GasA,3,Y,5,0,0,1107,1.0,0.0,1,0,3,1,4,8,0,Attchd,1967,RFn,308.0,TA,TA,Y,88,64,0,0,0,0,0,3,WD ,127000
485,20,RL,60.0,7200,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,5,0,0,827,0.0,0.0,1,0,2,1,3,5,1,Detchd,1967,Unf,392.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,107500
486,75,RM,35.0,6300,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,5,Y,5,742,0,1484,0.0,0.0,2,0,3,1,3,8,1,NA,NA,NA,0.0,NA,NA,Y,0,291,134,0,0,0,0,6,WD ,128000
487,30,RM,30.0,5232,Pave,1,Bnk,4,Inside,1,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,680.0,680.0,GasA,4,N,2,0,0,764,0.0,0.0,1,0,2,1,3,8,0,Detchd,1965,Unf,504.0,TA,TA,N,0,0,0,0,0,0,0,6,WD ,73000
488,20,RL,72.0,11846,Pave,3,HLS,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5,3,4,6,1567.0,1,0.0,225.0,1792.0,GasA,5,Y,5,0,0,1792,1.0,0.0,2,0,2,1,5,8,1,Attchd,2003,Fin,874.0,TA,TA,Y,206,49,0,0,0,0,0,8,WD ,374000
489,60,RL,130.0,16900,Pave,4,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,4,3,PConc,5,3,2,6,1075.0,1,0.0,404.0,1479.0,GasA,5,Y,5,1134,0,2649,1.0,0.0,2,1,4,1,4,8,1,Attchd,2001,Fin,746.0,TA,TA,Y,0,60,0,0,0,0,0,1,WD ,421250
490,60,RL,83.25,9636,Pave,3,Lvl,4,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,808.0,808.0,GasA,4,Y,5,785,0,1593,0.0,0.0,2,1,3,1,3,8,1,BuiltIn,1993,RFn,389.0,TA,TA,Y,342,40,0,0,0,0,0,12,WD ,178000
491,85,RL,90.0,10012,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,4,920.0,3,180.0,38.0,1138.0,GasA,3,Y,5,0,0,1181,1.0,0.0,2,0,3,1,3,8,0,Detchd,1974,RFn,588.0,TA,TA,Y,0,0,180,0,0,0,0,4,WD ,137500
492,20,RL,91.0,14303,Pave,3,Lvl,4,Corner,1,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,4,6,1314.0,1,0.0,672.0,1986.0,GasA,5,Y,5,0,0,1987,1.0,0.0,2,0,2,1,4,8,1,Attchd,1994,Fin,691.0,TA,TA,Y,262,36,0,0,0,0,0,8,WD ,301500
493,70,RL,43.0,5707,Pave,4,Bnk,4,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,583.0,583.0,GasA,4,Y,3,595,0,1242,0.0,0.0,1,1,3,1,3,8,1,Detchd,1926,Unf,180.0,Fa,TA,Y,329,96,0,0,0,0,0,3,WD ,105000
494,20,RL,78.0,9360,Pave,4,Lvl,4,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,3,5,760.0,1,0.0,216.0,976.0,GasA,3,Y,5,0,0,976,1.0,0.0,1,0,2,1,4,8,1,Attchd,1968,RFn,504.0,TA,TA,Y,94,0,0,0,0,0,0,8,WD ,157500
495,50,RM,40.0,5680,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,969.0,969.0,GasA,3,N,4,245,0,1214,0.0,0.0,1,0,2,1,3,8,0,Detchd,1920,Unf,216.0,TA,TA,N,0,0,77,0,0,0,0,9,WD ,117000
496,20,RL,70.0,7000,Pave,4,Lvl,4,Inside,1,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,468.0,1,0.0,396.0,864.0,GasA,4,Y,5,0,0,864,0.0,1.0,1,0,3,1,3,8,0,Attchd,1962,Unf,336.0,TA,TA,Y,0,0,0,0,0,0,0,2,WD ,105000
497,50,RL,51.0,10480,Pave,4,Lvl,4,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1064.0,1064.0,GasA,5,Y,4,0,473,1639,0.0,0.0,1,0,3,1,3,3,0,Detchd,1936,Unf,240.0,TA,TA,Y,0,0,0,0,0,0,0,3,WD ,115000
498,20,RL,95.0,11578,Pave,4,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,5,3,PConc,5,3,1,1,0.0,1,0.0,1736.0,1736.0,GasA,5,Y,5,0,0,1736,0.0,0.0,2,0,3,1,5,8,1,Attchd,2008,RFn,834.0,TA,TA,Y,319,90,0,0,0,0,0,7,WD ,360000
499,90,RL,64.0,7018,Pave,4,Bnk,4,Inside,1,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,5,0,0,1535,0.0,0.0,2,0,4,2,3,8,0,Attchd,1979,Unf,400.0,TA,TA,Y,0,0,0,0,0,0,0,6,WD ,118858
500,60,RL,66.759571,9130,Pave,4,Lvl,4,Inside,1,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,1,6,400.0,3,64.0,336.0,800.0,GasA,4,Y,5,832,0,1632,0.0,1.0,1,1,4,1,4,8,0,Attchd,1966,Unf,484.0,TA,TA,Y,0,40,0,0,0,0,0,7,WD ,173000
501,30,RL,60.0,10800,Pave,4,Lvl,4,Corner,1,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,630.0,630.0,GasA,3,Y,4,0,0,725,0.0,0.0,1,1,1,1,3,8,0,Detchd,1959,Unf,320.0,TA,TA,Y,0,30,0,0,0,0,0,11,WD ,78500
502,60,RL,62.0,8244,Pave,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,5,880,0,1720,0.0,0.0,2,1,3,1,4,8,1,Attchd,2004,Fin,440.0,TA,TA,Y,100,48,0,0,0,0,0,5,WD ,183500
503,20,RM,60.0,6000,Pave,4,Bnk,4,Inside,2,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,3,1,1,0.0,1,0.0,936.0,936.0,GasA,3,N,5,0,0,936,0.0,0.0,1,0,2,1,3,6,0,Detchd,1974,Unf,576.0,TA,TA,Y,0,32,112,0,0,0,0,2,WD ,93000
504,120,RL,66.759571,3621,Pave,4,Lvl,4,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,4,6,1084.0,1,0.0,322.0,1406.0,GasA,5,Y,5,0,0,1589,1.0,0.0,2,0,2,1,4,8,1,Attchd,2003,Fin,630.0,TA,TA,Y,143,20,0,0,0,0,0,11,WD ,226500
505,60,RL,59.0,7837,Pave,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,799.0,799.0,GasA,4,Y,5,772,0,1571,0.0,0.0,2,1,3,1,3,8,1,Attchd,1993,RFn,380.0,TA,TA,Y,0,40,0,0,0,0,0,5,WD ,178000
506,20,RL,72.0,10665,Pave,3,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013.0,1,0.0,440.0,1453.0,GasA,5,Y,5,0,0,1479,1.0,0.0,2,0,3,1,4,8,0,Attchd,2003,RFn,558.0,TA,TA,Y,144,29,0,0,0,0,0,6,WD ,226000
507,60,RL,70.0,10457,Pave,3,Lvl,4,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,5,CBlock,3,3,4,4,496.0,2,288.0,0.0,784.0,GasA,5,Y,5,848,0,1632,0.0,0.0,1,1,4,1,3,8,1,Attchd,1969,RFn,898.0,TA,TA,Y,0,173,368,0,0,0,0,4,WD ,173000
508,20,RL,60.0,8281,Pave,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,553.0,4,311.0,0.0,864.0,GasA,4,Y,5,0,0,864,0.0,0.0,1,0,3,1,3,8,1,Detchd,1965,Unf,360.0,TA,TA,Y,0,0,236,0,0,0,0,12,WD ,62383
509,60,RL,67.0,14948,Pave,3,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,5,3,PConc,5,3,3,6,1330.0,1,0.0,122.0,1452.0,GasA,5,Y,5,1237,0,2713,1.0,0.0,2,1,3,1,5,8,1,Attchd,2008,Fin,858.0,TA,TA,Y,126,66,0,0,0,0,0,11,New,446261
510,70,RL,43.0,7000,Pave,4,Lvl,4,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,3,3,1,5,424.0,1,0.0,200.0,624.0,GasA,5,Y,5,736,0,1479,1.0,0.0,1,0,3,1,4,8,2,Detchd,1926,Unf,312.0,TA,TA,Y,530,0,56,0,0,0,0,5,WD ,160000
511,120,RM,66.759571,3940,Pave,4,Lvl,4,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,4,3,PConc,4,3,1,6,1087.0,1,0.0,306.0,1393.0,GasA,5,Y,5,0,0,1576,1.0,0.0,2,0,2,1,4,8,1,Attchd,2004,RFn,668.0,TA,TA,Y,143,20,0,0,0,0,0,5,WD ,219990
512,20,RL,93.0,9382,Pave,3,Lvl,4,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,5,0,0,1479,0.0,0.0,2,0,3,1,4,8,0,Attchd,1999,RFn,577.0,TA,TA,Y,120,25,0,0,0,0,0,7,WD ,191000
513,40,RL,55.0,6854,Pave,4,Bnk,4,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,2,317.0,3,227.0,212.0,756.0,GasA,3,N,4,144,0,1060,1.0,0.0,1,0,1,1,3,5,1,Detchd,1969,Unf,308.0,Fa,TA,Y,0,65,0,0,150,0,0,8,WD ,136500
514,30,RL,54.734375,11515,Pave,3,Lvl,4,CulDSac,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,5,0,0,943,0.0,0.0,1,0,3,1,4,6,0,Detchd,1958,Unf,308.0,TA,TA,N,0,0,60,0,0,0,0,8,WD ,80000
515,50,RL,83.25,13837,Pave,3,Lvl,4,Corner,1,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,4,Y,5,806,0,2183,0.0,0.0,2,1,4,1,4,8,0,Attchd,1988,Unf,786.0,TA,TA,Y,0,0,0,0,0,0,0,2,WD ,229000
516,60,RL,80.0,9938,Pave,4,Lvl,4,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,5,Y,5,887,0,1949,1.0,0.0,2,1,3,1,4,8,1,Attchd,1993,Fin,574.0,TA,TA,Y,156,90,0,0,0,0,0,6,WD ,236000
517,20,RL,85.0,12633,Pave,3,HLS,4,Inside,1,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,5,3,PConc,5,3,4,1,0.0,1,0.0,1824.0,1824.0,GasA,5,Y,5,0,0,1824,0.0,0.0,2,0,3,1,5,8,1,Attchd,2006,Fin,932.0,TA,TA,Y,160,36,0,0,108,0,0,9,New,392000
518,70,RM,57.0,6876,Pave,4,Lvl,4,Inside,1,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,GasA,2,Y,5,784,0,1930,1.0,0.0,2,0,4,1,3,8,0,Attchd,1927,Unf,316.0,TA,TA,Y,0,0,213,0,0,0,0,8,WD ,149000
519,160,FV,36.0,3951,Pave,3,Lvl,4,Inside,1,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,5,3,PConc,4,3,2,4,128.0,6,842.0,0.0,970.0,GasA,5,Y,5,924,0,2393,1.0,0.0,2,1,2,1,5,8,1,Attchd,1998,Fin,846.0,TA,TA,Y,0,90,0,0,94,0,0,2,WD ,345000
520,70,RM,62.0,9856,Pave,4,Lvl,4,Corner,1,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2,3,1,1,0.0,1,0.0,716.0,716.0,GasA,5,Y,4,1007,0,2014,0.0,0.0,2,0,5,1,3,8,0,Detchd,1900,Unf,624.0,TA,TA,Y,0,72,167,0,0,0,0,6,WD ,169000
521,20,RL,84.0,17808,Pave,4,Lvl,4,Inside,1,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,484.0,484.0,GasA,3,N,5,0,0,1242,0.0,0.0,1,0,2,1,3,5,0,Attchd,1946,Unf,336.0,TA,TA,N,0,0,0,0,0,0,0,7,WD ,109900
522,60,RL,74.0,9627,Pave,4,Lvl,4,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,3,3,PConc,4,3,3,2,758.0,1,0.0,238.0,996.0,GasA,5,Y,5,1004,0,2000,0.0,0.0,2,1,3,1,3,8,1,Attchd,1993,Fin,650.0,TA,TA,Y,190,48,0,0,0,0,0,11,WD ,188000
523,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,Y,3,587,0,1412,0.0,0.0,1,0,4,1,3,8,1,Detchd,1939,Unf,280.0,TA,TA,Y,45,0,0,0,0,0,0,5,WD ,132500
524,20,RL,65.0,9757,Pave,4,Low,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,755.0,1,0.0,235.0,990.0,GasA,5,Y,5,0,0,990,1.0,0.0,1,0,3,1,3,8,0,Attchd,1995,RFn,440.0,TA,TA,Y,66,0,0,0,92,0,0,10,WD ,143000
525,20,RL,58.0,9280,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,5,557.0,1,0.0,785.0,1342.0,GasA,5,Y,5,0,0,1342,1.0,0.0,1,0,4,1,3,8,0,Detchd,1951,Unf,256.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,125000
526,20,RL,120.0,14780,Pave,3,HLS,4,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,PConc,5,3,4,6,1505.0,1,0.0,363.0,1868.0,GasA,5,Y,5,0,0,1868,1.0,0.0,2,0,2,1,5,8,1,Attchd,2005,Fin,1085.0,TA,TA,Y,354,56,0,0,156,0,0,6,WD ,415000
527,70,RM,60.0,7740,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,622.0,622.0,GasA,4,Y,5,622,0,1363,0.0,0.0,1,0,3,1,3,8,0,Detchd,1966,Unf,528.0,TA,TA,Y,0,0,0,0,168,0,0,6,WD ,125500
528,20,RL,80.0,9600,Pave,4,Lvl,4,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620.0,2,620.0,0.0,1240.0,GasA,4,Y,5,0,0,1632,1.0,0.0,2,0,3,1,3,7,1,Attchd,1958,RFn,338.0,TA,TA,Y,289,0,0,0,0,0,0,4,WD ,139000
529,60,RL,97.0,13478,Pave,3,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,PConc,5,3,4,6,1338.0,1,0.0,384.0,1722.0,GasA,5,Y,5,568,0,2296,1.0,0.0,2,1,3,1,5,8,1,BuiltIn,2008,RFn,842.0,TA,TA,Y,382,274,0,0,0,0,0,6,ConLI,451950
530,90,RL,65.0,10926,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1678.0,1678.0,GasA,3,Y,5,0,0,1678,0.0,0.0,2,0,6,2,3,8,0,NA,NA,NA,0.0,NA,NA,Y,0,0,0,0,0,0,0,8,WD ,119900
531,20,RL,66.759571,6853,Pave,3,Lvl,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5,3,1,6,1005.0,1,0.0,262.0,1267.0,GasA,5,Y,5,0,0,1296,1.0,0.0,2,0,2,1,4,8,0,Attchd,2001,Fin,471.0,TA,TA,Y,192,25,0,0,0,0,0,6,WD ,220000
532,20,RL,85.0,10667,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,CBlock,3,3,1,4,838.0,1,0.0,749.0,1587.0,GasA,3,Y,5,0,0,1587,0.0,0.0,2,0,3,1,3,8,1,Attchd,1971,Unf,525.0,TA,TA,Y,0,44,0,0,0,0,0,3,WD ,167300
533,50,RL,45.0,8212,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,626.0,1,0.0,94.0,720.0,GasA,5,Y,5,444,0,1298,0.0,0.0,1,0,3,1,3,8,2,Detchd,1940,Unf,256.0,TA,TA,Y,84,0,0,0,0,0,0,9,WD ,122000
534,90,RM,70.0,9100,Pave,4,Lvl,4,Inside,1,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,3,3,1,3,1332.0,1,0.0,396.0,1728.0,GasA,3,Y,5,0,0,1728,1.0,0.0,2,0,6,2,3,8,0,Detchd,1963,Unf,504.0,TA,TA,Y,0,0,0,0,0,0,0,11,ConLI,125000
535,20,RM,50.0,6000,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,308.0,1,0.0,620.0,928.0,GasA,4,Y,4,0,0,928,0.0,0.0,1,0,3,1,3,8,0,Attchd,1957,Fin,288.0,TA,TA,Y,0,0,0,0,0,0,0,6,WD ,112500
536,60,RL,78.0,9316,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,879.0,879.0,GasA,5,Y,5,916,0,1795,0.0,0.0,2,1,3,1,4,8,0,Attchd,2005,RFn,578.0,TA,TA,Y,164,111,0,0,0,0,0,10,WD ,191000
537,20,RL,75.0,9464,Pave,4,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,1,4,570.0,1,0.0,510.0,1080.0,GasA,4,Y,5,0,0,1080,0.0,0.0,1,0,3,1,3,8,0,Attchd,1958,Unf,288.0,TA,TA,Y,0,0,0,0,130,0,0,6,WD ,136000
538,60,RL,80.0,10400,Pave,4,Lvl,4,Corner,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0.0,1,0.0,866.0,866.0,GasA,5,Y,5,913,0,1779,0.0,0.0,2,1,3,1,4,8,0,Attchd,1998,RFn,546.0,TA,TA,Y,198,36,0,0,0,0,0,3,WD ,197900
539,50,RM,59.0,5310,Pave,4,Lvl,4,Corner,1,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,2,1,1,0.0,1,0.0,485.0,485.0,GasA,4,Y,5,634,0,1635,0.0,0.0,1,0,2,1,4,8,0,Attchd,1950,Unf,255.0,Fa,TA,Y,394,0,0,0,0,0,0,6,WD ,117000
